,filename,job_desc
176,DATABASE ADMINSTRA_25701,"   JOB TITLEDATABASE ADMINSTRATOR DB2 LUWLOCATIONALBANY NYWE CANNOT SPONSER H1 AT THIS POINT OF TIME HENCE PREFER GREEN CARD OR US CITIZENCANDIDATES WITH LINKEDIN PROFILES PREFERREDRequired QualificationsSkills MUST HAVE Bachelors degree or equivalent combination of education and experienceBachelors degree in computer science management information systems or related field preferred10 years of DB2 LUW database administration experience8 years of experience in datadatabase designdatabase maintenancedatabase architecture Experience working with computer hardware and software installationupgrading proceduresExperience working with database and system maintenance proceduresExperience working with database creation techniques and database management systems DBMS featuresExperience working with database performance tuningExperience working with differences between database structures eg transaction based vs data warehouseExperience working with software packages or classes of packages within technical expertise  Other Qualifications Strong project planning and estimating skillsStrong analytical and problem solving skillsStrong programming skills for database management and general softwareStrong communication skillsLeadership skills to guide work teamsAbility to work in a team environmentAbility to be a highimpact player on multiple simultaneous engagementsAbility to anticipate problems and take decisive actionWillingness to travel  Essential Job Functions Anticipates and resolves database integration issues for technical infrastructures of all complexities Provides thought leadership for database management systems DBMS use design and implementationCoordinates and manages activities of multiple database management systems DBMS resources on a large project or accountEducates and provides methodology consulting to client and organization personnel Provides work guidance and mentoring to less experienced personnel Provides database related technical expertise to application development and global infrastructure efforts Organizes and motivates project teams Ensures communication and understanding of deadlines assignments and objectives Prepares periodic reports regarding unit activities and goal attainment progressProvides input to development of vision specifies key performance requirements and defines technical critical success factors Assumes a lead role in influencing client expectations and ensuring client satisfaction in area of responsibility and related issuesContributes to engagements on a national level based upon recognized expertise in selected disciplinesParticipates in proposal efforts and creates strategies to win business in new markets or current accountsIf interested please send profiles with salary expectation to samiaattechprojectsdotus and shahabattechprojectsdotus
"
177,KÃnyvelo_114564,"    Apply now Szeretn  l Magyarorsz  g egyik vezeto k  nyvvizsg  l     zleti   s ad  tan  csad   v  llalat  n  l dolgozni Ha a v  laszod igen akkor te Te vagy a mi ember  nkNemzetk  zileg elismert partner  nk r  sz  re keres  nk szakembert k  nyvelo poz  ci  ba tan  csad  si ter  letreHa Te leszel az   j munkat  rsunk az al  bbi feladatokra kell majd sz  m  tanod     C  gek teljes k  ru k  nyvel  si feladatainak ell  t  sa    Z  r  sokban val   r  szv  tel    P  nz  gyi kimutat  sok k  sz  t  se a magyar sz  mviteli t  rv  nynek megfeleloen    Ad  bevall  sok k  sz  t  se    Hat  s  gokkal val   kapcsolattart  s KSH NAV MNB    Akt  v kapcsolattart  s az   gyfelekkel sz  mviteli k  rd  sek megv  laszol  sa    Egy kisebb szakmai csapat munk  j  nak az ir  ny  t  saV  rjuk jelentkez  sed amennyiben    Szakir  ny   felsofok   v  gzetts  ggel rendelkezel    Van m  r legal  bb 2   v tapasztalatod teljes k  ru k  nyvel  sben    K  z  pszinten ismered   s haszn  lod az angol nyelvet    Magabiztosan kezeled a MS Officet elsosorban Excel   s WordMit k  n  lunk    Hossz  t  v   fejlod  sekkel teli munkalehetos  get    Versenyk  pes b  rez  st   s b  ren k  v  li juttat  sokat    Mobiltelefon haszn  latot    Lehetos  get arra hogy tov  bbk  pz  seinken szakmai tud  sod gyarap  tsd    V  rosk  zponthoz k  zeli j  l megk  zel  theto munkav  gz  st      let   s utasbiztos  t  st  ll  s munka ter  letei    P  nz  gy K  nyvel  s    K  nyvel  s    P  nz  gyi asszisztens Munkat  rsMunkav  gz  s helyeBudapest XIII ker  let 
"
178,Graduate Recruitme_101010,"    Apply now Graduate Recruitment  Graduate Recruitment Consultant Graduate Recruitment Consultant Our client is looking for 4 new entry level hire to come in as a graduate recruitment consultant They are currently a market leading Investment Banking Executive search firm who consistently hire top graduates to come in and excel within their graduate training scheme With full on the job training all you need is to be ambitious competitive hard working and desire to go out and earn as much money as possible Package Base salary   22000 with an attractive uncapped commission structure First year OTE can be more than   45k There are also fantastic reward schemes such as for meeting company target this year everyone in the business is going on an all expenses paid trip to Vegas Couldnt ask for much more right The Role Contacting passive and active candidates Following up on client leads and building new client relationships Liaising with both client and candidates Attending client and candidate meetings Working towards targets Requirements Ambitious competitive and driven Either 21 graduate 2nd jobber or sales experience Clean long term work history always worked eg paper round etc Hardworking Most importantly be personable as communication skills are a necessity Additional Keywords Senior Account Manager Recruitment Consultant Trainee Recruitment Consultant Junior Recruitment Consultant Graduate Recruitment Consultant Recruitment Consultant Business Development Recruitment Sales Sales Executive Sales Consultant Sales Account Manager B2B Sales Sales Recruitment Account Manager Client Account Manager Client Relationship Manager Client Manager Senior Account Manager Business Development Manager Sales Account Manager We specialise in many different sectors of recruitment consultancy including Trainee Recruitment Consultant Public Sector Recruitment Trainee Recruitment Consultant International Recruitment Pharmaceutical Recruitment Bioscience Recruitment Procurement Recruitment Supply Chain Recruitment Management Recruitment Board Recruitment and Executive Recruitment Banking Recruitment Change Management Recruitment Insurance Recruitment Multilingual Recruitment Technology Recruitment Finance Recruitment Oil Recruitment Consultant Gas Recruitment Trainee Recruitment Consultant Energy Recruitment Trainee Recruitment Consultant IT Recruitment Trainee Recruitment Consultant Management Consultant Recruitment Trainee Recruitment Consultant Engineering Recruitment Trainee Recruitment Consultant SAP Recruitment HR Recruitment Legal Recruitment  Paralegal Recruitment Investment Banking Recruitment Trainee Recruitment Consultant Hedge Fund Recruitment Trainee Recruitment Consultant Digital Recruitment Trainee Recruitment Consultant Media Recruitment Trainee Recruitment Consultant Marketing Recruitment 
"
179,Senior Workstation_28438,"   RESPONSIBILITIESKforce has a client that is seeking a Senior Workstation PC Technician in San Rafael CAResponsibilities Support a robust Microsoft based network running XP Windows 7 and Lotus NotesUnder the guidance of IT representatives duties may include some or all of the following Receiving assets Moving equipment within andor between facilities staging equipment for buildimage activity Interviewing clients as part of predeployment asset discovery Executing equipment replacement activity Updating asset management system to reflect work performed Monitoring daily activity Installing and maintaining PC hardware and software Troubleshooting network usage and computer peripherals Perform system backups and data recovery Resolve network communication problems independently Email administration Disk capacity monitoring and network security Preparing assets for disposition Other administrative duties Activity may also involve transporting equipment using a vehicle provided by suppliercontractor between multiple facilities within an assigned service area as directed by an IT representative Manage incoming and outgoing assets Prepare systems for deployment Scan existing asset for applications and settings Interview clients to identify special considerations and other settings Use company tools to execute PC activity Collaborate with teammates to identify process improvements Escalate quickly when issues arise Assist other technicians as neededREQUIREMENTS Minimum 5 years of experience with PC support including deployment Minimum 5 years of experience with PC hardware troubleshooting and repair Minimum 2 years of experience with direct client interaction Server PC MAC and Laptop expertise needed to perform the duties of this position Ability to follow written and verbal instructions Adaptable to change in process or required activities Attention to detail Quick learner Professional appearance and behavior including punctualityKforce is an Equal OpportunityAffirmative Action Employer All qualified applicants will receive consideration for employment without regard to race color religion sex pregnancy sexual orientation gender identity national origin age protected veteran status or disability status
"
180,Transfer Agency Qu_98181,"    Apply now An outstanding opportunity has arisen for a leading investment firm who are looking to take on a professional individual who has extensive experience managing and leading a Transfer Agency TeamAs the Transfer Agency Quality Control Manager you will be the main point of contact for all queries that are escalated by the Transfer Agency TeamYou will have oversight of processing KYC AML and CTF checks on clients and individualsYou will be expected to build and maintain a system to report MI information to the COO and senior colleaguesYou will be responsible for creating an operating model and procedures for the Transfer Agency TeamThis role will ideally suit someone with experience of leading a Transfer Agency Team within a banking or financial services environment You will need to be able to evidence experience of developing a transfer agency operating model and show good understating of KYC AML and regulatory changes Reed Specialist Recruitment Limited is an employment agency and employment business 
"
181,Senior User Experi_101679,"    Apply now Senior User Experience Designer  Top Digital Agency    6570000  Central London One of Londons top Digital Agencies are looking for a Senior User Experience Designer to join their team to create beautiful digital experiences for award winning clients No two briefs will be the same so not only will you be a great hands on designer but also be able to liase well with clients This is an opportunity for a designer who covers UX Service and Product Design and has the drive to help take the agency to the next level You will need to have a thorough knowledge of user centred design and be able to apply critical thinking to solve solutions for digital products services and platforms Youll be able to create informed User Journeys and create prototype along with developing sophisticated Wireframes Experience with design tools such as sketch Axure and Omnigraffle are essential 
"
182,Accounts Payable C_115004,"    Apply now Temporary Accounts Payable Clerk job Motherwell paying   9    10 per hour Your new companyYou will be working for a well known company based in Motherwell You will be working in a busy Accounts Payable team reporting into the Accounts Payable ManagerYour new roleYou will be processing invoices reconciling supplier statements and liaising with suppliers You will be working to daily targetsWhat youll need to succeedYou must have experience working within a similar role with experience processing a high volume of invoices full matching batching and coding You must be available to start a role immediately for a temporary contractWhat youll get in returnYou will gain a role immediately you will be paid on a weekly basis and will have the opportunity to apply for any internal vacanciesWhat you need to do nowIf youre interested in this role click apply now to forward an uptodate copy of your CV or call us nowIf this job isnt quite right for you but you are looking for a new position please contact us for a confidential discussion on your career Hays Specialist Recruitment Limited acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers By applying for this job you accept the TCs Privacy Policy and Disclaimers which can be found at hayscouk 
"
183,Sharepoint Develop_52701,"   Our client is currently seeking a Sharepoint Developer  612 month contract in Downtown Dallas TXMust be perm resident or US Citizen to apply   Job Duties   Creates and maintains SharePoint forums for creating collecting organizing and sharing workgroup or project information   Develops SharePoint web parts and applies addins from reputable and approved 3rd party providers   Uses the SharePoint Designer tool or the builtin webbased customization provided outofthebox        As a site owner or administrator responsible for managing SharePoint sites including list level feature sets   Responsible for applying branding configuring advanced Web Part features developing workflows and other integration points   Applies sufficient permissions and access controls based on specific user roles         Develops written documentation for site owners to support ongoing maintenance responsibilities   Works under general supervision and contributes fully to the work of teams   Demonstrates analytical and systematic approach to problem solving     Demonstrates effective communication skills   Can plan schedule and monitor own work competently within limited time horizons     Able to work to required standards and use the appropriate methods tools and applications  Expected Skills   Intermediate to advanced skills and experience using SharePoint to create andor maintain electronic collaboration resources and workflows   Intermediate to advanced skills in site administration preferably on the 2013 platform   Intermediate to advanced skills in MS Excel and PowerPoint      Experience with InfoPath forms preferred     Experience with Nintex Workflow for SharePoint workflow tool   Experience with transitioning existing SharePoint 2010 sites to leverage SharePoint 2013 capabilities     Experience with current web technologies including HTML CSS and JavaScript     Must be highly organized detail oriented and able to quickly learn new technical concepts or terms   Must be able to work in a highly controlled and secure environment     Must be actionoriented and have demonstrated initiative in completing and taking on   new assignments
"
184,Sanitation Technic_46715,"   Job DescriptionSanitation Technician is responsible for the sanitation and overall cleanliness of the equipment and facilities of Carlton Farms with special attention being paid to regulations regarding sanitation of the processing areasJob DutiesMust be detail oriented able to work independently and selfmotivatedBreak down equipment and directly handle and dispose of inedible productsMaintain housekeeping of facilities and break roomsUse hot water and chemicals to clean and sanitizeWash pens that live animals are  held inWork with others in a team environmentLearn and follow regulations set by the USDAClean and sanitize slaughter and processing facilitiesMust be able to push and or pull 50100 lbsAble to work in extreme cold and hot environmentsSwing shift 400pm to 1230am Mon  Fri with occasional overtime  weekend projectsLong periods of walkingstandingHeavy lifting capable of at least 50100lbs
"
185,Spec Doc in Acute_89182,"    Apply on employers website CG1355  SPECIALTY DOCTOR  ACUTE  GENERAL MEDICINE  ROYAL INFIRMARY EDINBURGHApplications are welcome for the above Permanent 40 hours per week post based in The Royal Infirmary of EdinburghMore detailed departmental and specialty information can be found in the job description available via email address  link belowFor an informal discussion please contactDr Johanne Simpson Professional Lead via Email at or by Telephone onOrDr Simon Dummer Consultant via Email at For a job pack detailing the minimum requirements for this post please click on the link below or email  Please quote reference CG 1355Please note that details of all current medical vacancies for NHS Lothian can be found at Closing Date 13032018Interview Date 21032018 
"
186,Financial Analyst_138858,"    Classification     Financial Analyst n  n Compensation     4500000 to 5000000 per year n  nCompany in Brevard County is seeking a Financial Analyst  The company is looking for 3 years of experience  Responsibilities will include but not limited to assisting with budgeting  forecasting assist with adhoc reporting analysis of financial statements and research variances of budgetforecastfinancial statements  Looking for intermediate to advanced excel skills and a person that wants to grow with a company  For immediate consideration please send your resume to Andy Poquette Recruiting Manager at andypoquetteroberthalfcom or call 4074818393
"
187,IT Tech Services L_37442,"   Eclaro is a company that delivers talent We provide fully customizable comprehensive talent acquisition and management of seasoned professionals through a number of business models including Consulting Professional Hire Global Integrated Delivery    and Managed Services   Eclaro recruits and manages a staff of highly skilled individuals in an array of specialized disciplines     This approach enables our clients to leverage new opportunities respond to increased and changing demands and increase their profitability   Please visit wwweclaroITcom to see why the Right People are The Answer   Specialties Customized solutions for Human Capital and Talent Acquisition Permanent placement and retained search Recruiting Staff Augmentation Contract Labor Managed Services RPO MSP VMS IT solutions management and support offshore business process outsourcingThe IT Services Lead will need to resolve issues in direct personal engagements as well as remote troubleshooting scenarios The position requires effective verbal as well as nonverbal skill This is primarily a customer service oriented position and performancefeedback from the end user will bear into performance reviews This is a senior position that will work closely with other members of the Global Technology Services group and members of the Core Enterprise group Requirements 35 years experience preferably in AEC environment Demonstrate technical and user proficiency and understanding with our base operating systems and applications Office Acrobat Pro Lync Adobe Creative Suite   Expert level in at least one application certification preferred Reporting Relationship The IT Services Lead reports to the IT Services Manager in that region andor to the Director of GTS This position is also responsible to the local office management through the Managing Principle and the Director of Operations Responsibilities In addition to the troubleshooting responsibilities below the IT Services Lead is a direct escalation path for IT Services Technicians The IT Services Lead will be required to handle multiple tickets at the same time Multitasking and prioritization will be a key difference between an IT Services Technician and an IT Services Lead The IT Services Lead will be responsible for helping toor resolve issues that IT Services Technicians escalate The IT Services Lead will escalate issues that are determined to be resolved by the Enterprise group to an IT Services Manager or Director who will then escalate to the Core Enterprise group andor Director of Enterprise Infrastructure in difficult cases The IT Services Lead will actively participate with the Core Enterprise group in testing of environment changes such as network upgrades new servers new enduser hardware and software OS settings Use     Service infrastructure services to logresolve issues add to and further improve the collective knowledgebase The IT Services Lead will moderate the knowledgebase sections where expertise has been demonstrated The primary responsibility is to effectively communicate processes and procedures to resolve end user issues   Communicating directly in person     Communicating over the phoneremote sessionschat to resolve issues    Delivering standardized IT orientation and training to new and existing staff on existing or planned deploymentsroll outs       Coordinate and work with outside stakeholders to resolves issues or contribute to effective interorganization collaboration Use   Service infrastructure services to logresolve issues and further improve the collective knowledgebase PC and laptop hardware including peripherals maintenance and troubleshooting   examples include but are not limited to the following     Process repairs warranty covered and nonwarranty cases     Process new and returning leased inventory according to standard procedures     AssistingMaintaining accurate inventory of all IT related hardware     Assisting in procurement of office funded hardware     MoveSetup IT hardware for end users Microsoft OS and application maintenance and deployment experience examples include but are not limited to the following     SCCM software distribution     OS ImagingReimaging for trouble resolution and planned deployments     AssistingMaintaining accurate inventory of all software     Assisting procurement of office funded software Windows OS troubleshooting and maintenance examples include but are not limited to the following     User profile issues     Driver issues     Patching and hotfix application for issue resolution and planned deployments VPN troubleshooting Basic network troubleshooting   examples include but are not limited to the following     TCPIP and DNS troubleshooting     Wireless connectivity     AssistMaintain efforts in organizing and managing server roomnetwork distribution closets including patch cables patch panels intermediate jacks etc Basic server troubleshooting     Assist Server and Storage team by providing remote assistance on issue resolution and planned deployments including the packing  unpacking mounting of equipment     Assist by inspecting servers for error lights and alarms Basic AudioVisual troubleshooting and maintenance     Projectors     TV displaysmonitors    Sound systems   Low level Windows 2008 Active Directory management tasks   examples include but are not limited to the following     Account creation disable lock out reset     Setup and maintaining distribution lists and security groups may require coordination with other IT staff Microsoft Office troubleshooting and product use assistance Adobe Creative SuiteCreative Cloud troubleshooting and product use assistance current and recent versions Mobile device OS troubleshooting and product use assistance     Apple iOS current and recent versions     Android   current and recent versions     Any future mobile devicesplatforms adopted by firm Autodesk troubleshooting and product use assistance     Revit   current and recent versions     AutoCAD   current and recent versions Newforma troubleshooting and product use assistance Escalate IT Infrastructure issues beyond the expertise of the job description to the appropriate subject matter expertsPosition Requirements Must be and be perceived by staff as service oriented and effective in resolving end user issues Exhibit positive and effective communication skills and a natural desire to share knowledge in a collegial collaborative and relevant fashion Must be open to and demonstrate learning new skill sets and advancing current skill sets Knowledge  Experience College diploma or university degree Minimum 35 years experience directly supporting technology for end users preferably in the AEC industry   Resolving technical issues remotely Understand capabilities and typical use of companys application portfolio   Work Conditions Standard business hours plus availability to resolve offhours issues   Occasional travel domestically or internationally for IT Service needs in company office locations or remote user locations Sitting for extended periods of time Using a telephone handset or substitute ie headset for extended periods of time Dexterity of hands and fingers to operate a computer keyboard mouse hand and power tools and to handle other computer components Lifting and transporting of heavy to moderately heavy objects such as computers peripherals servers and monitors  Please contact Lea Enriquez at 646 6952941 or send email to leaferenriquezeclarocom with a Word resume along with the six digit position ID number your hourly rate and availabilityECLARO recruits and manages a staff of highly skilled individuals in an array of specialized disciplines     This approach enables our clients to leverage new opportunities respond to increased and changing demands and increase their profitability   Please visit wwweclaroITcom to see why the Right People are The Answer   Specialties Customized solutions for Human Capital and Talent Acquisition Permanent placement and retained search Recruiting Staff Augmentation Contract Labor Managed Services RPO MSP VMS IT solutions management and support offshore business process outsourcing  Equal Opportunity Employer Eclaro values diversity and does not discriminate based on Race Color Religion Sex Sexual Orientation Gender Identity National Origin Age Genetic Information Disability Protected Veteran Status or any other legally protected group statusWebsite httpwwweclarocom Industry Staffing and RecruitingType Privately HeldCompany Size 5011000 employeesFounded   1999
"
188,Project Office Man_12709,"   The Project Office Manager will support in the  operational management of the Project Support to Democratic Governance  in Armenia He she should ensure effective administration of the  project office for the length of the project support the Team Leader in  office management provide information and assurances for decision  making support the delivery of business support services for the  project ensuring that resources are efficiently and effectively deployed  to support the project in meeting business objectives The incumbent will  be responsible for seamless and effective logistical management including  office and event management as well as for arranging and coordinating  all project travel requirements The main liaison with back office  suppliers and contractors will be ensuring they are clear of  requirements expectations and that they deliver to the required  standard  The incumbent will also ensure all IT systems and associated  equipment are maintained to ensure the project is fully operational at  all times will lead on event management with venues and suppliers of  related services analyse resource performance to ensure that it adds  value to the delivery of objectives and to ensure that all risks  including security health and safety and business continuity are  identified monitored managed and controlled The Project Office Manager  will also ensure appropriate upkeep and ordering of stationary and other  such office resources establish and maintain an inventory of all the  project assets ensure all duties performed are executed to required  British Council standards as well as contractual requirements The  incumbent should also ensure appropriate administrative financial and  contractual control during performance of all tasks
"
189,Senior IT Network_56504,"   At Trillium we assist our clients in finding just the right candidates to fit their needs They are currently seeking a Senior IT Network Engineer to support their needs on a full time basis   This person is  primarily responsible for specifying and implementing network solutions for our clients clients and for ensuring the stability and performance of client networks Senior Network Engineers also provide a thirdtier level of support for incidents and issues escalated from the Service Desk They also have the opportunity to provide technical expertise to the presales and professional services delivery teams for new projects and client onboarding  ResponsibilitiesProvide Operational SupportTroubleshoot complex network and server issues determine and document root cause and implement solutionsDevelop and deploy solutions to customer systems requestsProactively identify and remedy risks in customer environmentsDesign deploy manage and troubleshoot monitoring tools and solutionsOnboard new clients and manage portions of the onboarding processMaintain systems devicesHandle configuration and patch managementManage and maintain server applicationsSolidify Customer RelationshipsTake ownership for client experienceGuarantee SLAs are met ensure customers are satisfiedLook for ways to improve continuous service deliveryEnsure client documentation is complete accurate and uptodateIdentify and recommend improvements to customer systemsInterpret metrics and explain technology concepts to customers in a way that is meaningful and valuable to their businessReview Standards and Conduct ResearchDevelop and document systems standardsResearch and recommend new systems technologies tools and platformsCreate EfficiencyDevelop processes and documentation for other engineersAutomate systems maintenance and operational tasksIdentify process improvements which will increase efficiency or reduce riskCollaborateReceive escalations from other levels and work escalated issues in tandem when possible Escalate to more senior resources when appropriateDelegate tasks when appropriate to improve efficiency and offer growth opportunities for other team membersCrosstrain with other engineers and provide crosstraining opportunitiesMentor junior engineers and analystsImprove Client ExperienceNotify  Sales when there are opportunities outside of the scope of an existing engagement such as a project or additional service to manageEngage with Sales to provide presales technical expertise QualificationsThis person will need to bring a daily commitment to implement the vision of being and remaining the best IT Managed Services firm in Chicago for small and midsized organizations  Must have a track record of never settling for 2nd bestWe are not a large firm and this person will need to    get work  done     You are completely familiar with the extended alphabet soup of IT   TCP UDP DNS WINS DHCP VPN STP VLAN EIGRP 10GbE1GbEFour years of handson experience working with routing switching firewalls and wireless networkingFouryear degree in a relevant field and you   ve earned vendorlevel certifications like Microsoft MCSA VMWare VCP and Cisco CCNACCNPExtensive experience in hardware and operating systems and their diagnostic toolsExtensive experience  navigating  the elaborate configurations of core networking technologies their tools and protocols and the  platforms they   re found on  Highly developed knowledge of standard employee productivity suites mobile device configurations and support switching network firewalls and wireless security technologiesYou have outstanding operational understanding of concepts like trunking multi and singlemode fiber circuits and crossconnects VLAN tagging and link aggregation Your knowledge of Active Directory WindowsLinux and Storage Area Networks is superb Microsoft services such as Exchange and SQL server are your old friends You   re a master of the Cisco device ecosystemYou   ve got a specialty or several within networking support but are forever anxious to add new competenciesActively looking for ways to further build your skills in technologies such as Citrix NetScaler appliances security appliances like FireEye Juniper or Arista devices and protocol concepts such as WAN optimization CoSQoS and multicastFocus on professional growth
"
190,Senior Accountant_135887,"    Classification     Accountant  Public n  n Compensation     DOE n  nOur client located in the west metro is looking for an interim  experienced senior accountant to assist their team with month end close reconciliation and financial reporting  This is a great opportunity to gain exposure to a growing organization n nLocal candidates preferred at this time  If you are qualified and interested please email bethtrerotolarhmrcom or markparsonrhmrcom   You may also contact them at our branch office for additional information n nRobert Half Management Resources n8500 Normandale Lake Blvd nSuite 1010 nBloomington MN  55437 nPhone     9528317240 nFax     9528315454 nEmail bloomingtonrhmrcom
"
191,Paraplanner_86120,"    Apply now Role Paraplanner Location Liverpool Salary c   32000 plus benefits Reward Recruitment are working with an expanding practice who pride themselves on offering an excellent service which they feel is unique among accountants and financial planners They are looking to recruit an experienced Paraplanner to join their expanding team located in Liverpool City Centre Your responsibilities would include Preparation of suitability letters reports and recommendations for areas including investments and pensionsUndertake pension income drawdown and investment reviews as well as making recommendations across these areasProduct and fund researchFormulate illustrations and proposals whilst undertaking research to support recommendationsProvide technical support to complex client queries Essential experienceskills Knowledge of life personal pension and investment productsWorking towards or Diploma in Financial Planning qualified If you are interested in this excellent opportunity then please apply now by sending your CV immediately to Samuel Groom at Reward Recruitment Limited 
"
192,Junior Technical S_9222,"   Synergy Armenia is looking for a Junior Technical  Support specialist who will provide technical support to the company  clients regarding the software applications developed for them
"
193,Maintenance Techni_136872,"      SUMMARY      A great Company within about an hour of Knoxville is looking for an experienced and motivated Maintenance Technicians and Automation Technicians     This position requires strong electrical knowledge to repair of Drives Circuits   Motors hydraulics pneumatics PLC   s and so forth             Maintenance Technician Job Duties                  As Maintenance Technician your primary objective is maximum   machinery uptime and minimum downtime            Troubleshoot or repair   Drives Circuits   Motors hydraulics pneumatics PLC   s and typical plant equipment including production machinery chillers grinders air compressors and so forth          Maintenance Techs will perform all routine preventative and predictive maintenance activities on the equipment fix unexpected breakdowns and perform other duties relating to facilities and grounds maintenance            Be a proactive part of the Preventative and Predictive maintenance programs to minimize downtime            Maintenance Technicians may be assigned to installation of capital equipment and will be included in the planning for such installations              
"
194,Administrative Ass_142275,"    Administrative Assistant  n nbsp  n Ajilon Professional Staffing is currently looking for a contract Administrative Assistant for a fastgrowing company in Canonsburgnbsp The right candidate will be responsible for detailed administrative supportnbspof 2 Executives  n nbsp  n Responsibilities  n nbsp    Administrative duties including correspondence coordinating meetings working with caterers and venues for meetings and events scheduling conferences calendar maintenance and travel arrangements  n  Organize prioritize and appropriately handle documents of a sensitive and confidential nature  n  Assist in projects to include presentations organizational charts spreadsheets creating and distributing agendas for staff meetings  n  Other clerical duties such as filing file maintenance answering phones and document scanning    n nbsp  n   nbsp  n  Requirements     3 or more years of administrative experience  n  Proficient in Microsoft Office Suite 2007  n  Great organizational skills  n  Good Communication skills    n nbsp  n This is a contract positionnbsp Great opportunity to get in with this start up company that isnbspgrowing fast  n nbsp  n nbsp 
"
195,Urgent Openings fo_76095,"   Job Description    Send me Jobs like this  Must have experience in native apps  Design and build advanced applications for the IOS platform  Collaborate with crossfunctional teams to define design and ship new features  Work with outside data sources and APIs SalaryINR 125000  300000 PA Industry ITSoftware  Software Services Functional Area IT Software  Application Programming  Maintenance Role CategoryProgramming  Design RoleSoftware Developer Keyskills IPad IPod XCode i  phone cocoa sdk objective c Desired Candidate Profile Please refer to the Job description above Company Profile Faxhion Technologies Private Limited Developing and out sourcing company Download PPT Photo 1    View Contact Details
"
196,SQL DBA Database_93468,"    Apply now SQL Server DBA  Database Administrator Manchester We are currently looking for a skilled SQL Server DBA for a well established growing organisation based in the Manchester area The role is to develop and proactively manage and maintain the SQL Server environment ensuring its health security availability performance and manageability at all times Ensure data integrity across all servers and databases Responsibilities  Analysis and Design  responsible for providing the analysis and design of database solutions  Maintenance and Administration  responsible for all aspects of database administration and maintenance Programming  responsible for assisting developers with database development in adherence with SQL standards Unit Testing  responsible for testing their own code and when required their colleagues code at a unit test level Release and Change  responsible for the rollout of database changes in accordance with formalised change management procedures Data Transformation and Migration  responsible for building data transformation and migration packages Documentation  responsible for commenting their code and where required producing formal documentation to accompany a piece of work Investigation and Troubleshooting  responsible for investigating and troubleshooting all database related issues including performance management Peer reviewing  responsible for assessing the work produced by the development teams Backup Strategy  responsible for checking the backups performing backupsrestores for developers on the TestDevelopment environmentsEssential skills  Capable of organising accessing and reporting on data from a business perspective  SQL Server TSQL  MS SQL Server Reporting Services Experience of some of SSIS DTS replication clustering DB Mirroring disaster recovery and SSAS would be desirable Good understanding of Microsoft networking and Server technologies including Windows Server and SQL ServerIf you are interested in this position please send your CV to see below or call for more informationAdria Solutions is acting as an Employment Agency in relation to this vacancy 
"
197,Head of Marketing_10260,"   Ingo Armenia ICJSC is looking for a motivated  selfdriven highly professional candidate for the position of Head of  Marketing Department The successful incumbent will be responsible for  overall marketing design and implementation of the company The Head of  Marketing Department will report to the Chief Executive Officer of the  company
"
198,Business Developme_93114,"    Apply now JCW41     Business Development Manager     Food to FoodserviceREWARDS Basic 28K  35K OTE 50K Company Car Fuel card iPhone Surface Pro PensionLOCATION Aylesbury Watford High Wycombe Dunstable Luton Hemel Hempstead Chesham St Albans Leighton BuzzardAspirations to further your sales career with a leading independent foodservice wholesalerTHE COMPANY We are a genuine market leader in the provision of fine food products into the foodservice sector with a turnover of over   40MOver the last 30 years we have demonstrated rapid growth to enable us to provide full UK coverage to all areas of the foodservice market placeWe provide a one stop solution of over 4000 product lines consisting of Fresh Produce Ambient Chilled and Frozen food products as well as soft drinks and disposablesOur established client base covers both profit and cost sectors and includes restaurants hotels cafes education and healthcareWe are extremely customer focused and pride ourselves of providing a quality service We are a member of Caterforce Buying and Marketing Group and an active member of the British Frozen Food FederationWe have achieved consistent growth approximately adding   5M to our turnover each year We are extremely ambitious and aim to be achieving   100M within the next 57 yearsDue to sustained growth we are seeking to add further personnel to our dynamic successful sales team within the UKTHE ROLEWithin this position you will be responsible for winning and retaining businesses within the foodservice sectorThis account base will be diverse and range from regional groups and chains as well as independent pubs hotels restaurants schools and hospitals The territory has huge potential to flourish and grow and is expected to be turning over   300K within the first 1218 monthsMost of the contact will be at Chef level although you will also liaise at buyer level with some of the larger business in your areaThe position offers a realistic and generous commission schemeTHE APPLICANTThe successful candidate will be an experienced sales professional from within the foodservice sector    Will have experience in sales into the cateringfoodservice sector    Will be a passionate    foodie    and have a genuine interest in food products    Will be able to demonstrate a successful track record in strategic new business development across all areas of the foodservice market    Will have strong relationship building skills and be able to deal with head chef to regional buyer level    We will also consider candidates with a successful sales record selling into similar markets    Experience prior to sales working in a catering environment would prove beneficialIf you are an ambitious and driven foodservice sales professional seeking to join a successful market leading and growing business then please forward your CV to me directly via the email address belowAll applicants send CVs to Midas Selection Ltd specialises in recruiting Sales Marketing and Executive professionals in all industries Midas Selection Ltd operates as an Employment Agency 
"
