Type,filename,details
Resume,MachineOperator_15529,machine operator  west haven  ct    authorized to work in the us for any employer   work experience   machine operator deep river plastics   june      to august        baker dunkin donuts   april      to june        backroom team member toys  r  us   november      to april          education  high school or equivalent north haven high school    skills  machine operator  less than   year   baking    years   cashier    years
Resume,LeWilliams_37622,le williams restaurant manager  jacksonville  fl    to secure a position in food service that will offer opportunities for professional growth while utilizing my skills and experience  authorized to work in the us for any employer   work experience   restaurant manager  longhorn steak house   jacksonville  fl    may      to september      duties include managing team members  training and developing staff and crew  performing various administrative duties  establishing guest service and satisfaction through personal examples  maintaining a high quality of operations  monitoring costs within budget while qaulity and service standards are maintained    assistant dormitory director  bethune cookman university   daytona beach  fl    august      to may      responsibilities included supervising dormitory residents  planning student activities and assisting security in loss prevention    expeditor line cook alley coordinator  red lobster   daytona beach shores  fl    may      to may      duties included ensuring all recipes  procedures  storage  rotation  and product specification were followed   communicating with crew mates to ensure food is prepared in the proper order while keeping track of timing system for all accompaniments    security officer  plaza resort and spa   daytona beach  fl    june      to august      responsibilities include patrolling inner and outer perimeter of hotel property  assisting guest  and recording activities hourly in security log    prep cook line cook service assistant  denny s   holly hill  fl    february      to may      duties included preparing food to company specifications  washing dishes  assisting servers  closing out guest checks  and performing prep work for next shift    fresh pack worker  publix warehouse   miami  fl    february      to august      duties included loading produce for assembly line and closing down various areas of the warehouse at the end of shift      education  bachelor of science in hospitality management  cookman university   daytona beach  fl  march         skills experienced with menu link  aloha  dash      years    certifications  the food safety manager certification exam  february         additional information skills  strong team working abilities and problem solving skills  experience with menu link  aloha and dash procedures
Resume,DylanEller_48953,dylan eller student  columbia  mo    to obtain employment   provide great service authorized to work in the us for any employer   work experience   cashier  food production  team member  world dining   lemont  il         to         month   cashier during high traffic times  constructed   sold several different food items  sold items to customers   provided complimented service   athletic coordinator  lincoln way west high school   new lenox  il         to         years   educated   provided leadership skills to developing athletes  assisted   instructed fundamental skills in baseball camps  organized   directed several baseball tournaments  additional   umpire  nlba   new lenox  il         to         year   umpired new lenox youth baseball games  managed   directed several local tournaments     education    university of missouri  may        lincoln way west high school     skills  microsoft office  pages  etc       years   food service    years   fitness coordination    years     groups   mizzou stripes april      to present this organization is dedicated to providing safe rides home to students who are too intoxicated to drive home themselves  by picking up hundreds of students a night  we are committed to keeping the population of columbia safe by preventing drunk driving    national society of collegiate scholars  august      to present this organization is only for highly academic scholars who are committed to academic excellence as well as being heavily involved in the community    university of missouri dean s list august      to present this group must demonstrate a     or above gpa along with a strong leadership premise
Resume,QualityAssuranceAssociateInspector_48267,quality assurance associate  inspector quality assurance associate  inspector at pharmaceutics international incorporated  pii   owings mills  md      work experience   quality assurance associate  inspector  pharmaceutics international incorporated  pii    hunt valley  md    january      to present perform  line clearance  and  cleaning verification  for manufacturing and packaging operations per established standard operating procedures  sops  and batch packaging and labeling records  requirements  perform in process sampling  inspections  testing and batch record reviews during manufacturing and packaging operations as per established sops and batch packaging and labeling records  requirements  perform acceptable quality level  aql  sampling and testing as required for in process and finished product  participate in the preparation for sampling  actual submission of samples to quality control  qc   and disposition of samples for cleaning verification  perform inspection of cgmp and non cgmp areas for compliance to policies and procedures as written approved  perform daily systems verifications including  but not limited to  recording and reporting of magnehelic gauge data and water system data and the disposition of the systems  participate in and support annual product reviews  aprs   submit product samples for analytical testing as required  create storage systems for storage and retrieval of retain samples  as required  perform investigational activities and prepare incident reports  investigation reports  and planned deviation reports  as assigned review quality systems  including policies and procedures  and recommend improvements  affecting compliance and efficiencies  engage in planning activities to provide for effective support of manufacturing and packaging operations    quality engineer  shire pharmaceuticals  inc   owings mills  md    november      to june           maintain awareness of manufacturing activities by routine direct observation     provide guidance direction on  visual factory  management related to quality metrics  review capa effectiveness evaluation based on quantitative and qualitative measurements     perform batch record review   release               lead and participate in site quality and process improvement initiatives  and project teams          assure that any observations non  conformances are properly investigated and explained              perform intermediate drug product disposition       represents qa on new project and improvement teams by qualifying new suppliers  setting            quality compliance requirements  developing sop s  approving specifications and providing   technical transfer validation support         equipment visual inspection   swabbing equipment for toc   hplc    quality assurance associate   august      to november        perform batch record review   release in an efficient and timely manner  including double checking calculations to assure that are correct  assure that any observations non conformances are properly investigated and explained    review and evaluate quality control results for raw materials  intermediates and finished product    track and evaluate any non conformances that occur during the manufacture of cgmp material  as necessary  escalate to the manager s attention and aid in requesting a more extensive investigation    accurately calculate expiration dates of cgmp material  assuring that no product is released for human consumption with incorrect or expired dating    communicate with other departments within shire  as well as with personnel at contractor sites  on quality and compliance issues  effectively communicate possible bath record and cgmp deficiencies to various manufacturing sites    support any qa investigation involving customer complaints    stay current with changes to the code of federal regulations  cfr  or fda guidance documents    create training modules and assist with the training of new qa personnel    participate in internal cgmp audits   provide backup for raw material releases    knowledge of statistical methods for quality assurance  i e   capable of six sigma skills  must be a highly motivated  detail oriented individual who possesses excellent organization and solving skills    working knowledge of databases  including sap  access  spreadsheet applications  microsoft project  minitab and word processing to perform necessary tasks for preparing required data analysis    oe batch record review   august      to august        reviewed manufacturing batch records    assures the batch records are complete and accurate   ensure completion of qns  and capas  as appropriate to the record   perform label reconcilliation   review and address comments to ensure completeness   ensure batch record review forms are completed for all observations    process operator ii   april      to august      full working knowledge of pan coating  cycle utility spray dryer  including set up  operation and troubleshooting  full working knowledge of microsoft office computer software  full compliance with cgmp  sop and safety standards  complete and maintain a variety of documents required of a cgmp operation  execute projects  tasks and follow detailed directions  use knowledge of equipment in determining an effective plan to complete assigned tasks  full working knowledge of fluid bed processor for drying coating and drug layering  extensive solution preparation experience involving aqueous and organic solvent for immediate  modified sustained and enteric release coating      education  bachelor of arts in india anand arts college      to         additional information skills  closed cycle utility spray dryer nice spheronizer s     sweco  vibro energy  separator ls     ls    quadro comil     s      s ir     moisture analyzer bin blender versifeeder solution prep  pc     bosch h k encapsulator accufeeder ohara coating pan  microsoft office suite
Resume,WarehouseAssociate_6278,warehouse associate  victorville  ca      work experience   warehouse associate  randstad at walmart fulfillment center   ontario  ca    july      to august      responsibilities  packing  put to wall  inducting  replenishing and cleaning   warehouse associate  smx at amazon fulfillment center   san bernardino  ca    october      to january      responsibilities at amazon fulfillment center i worked inside  make  on  demand    mod  stowing  packing  rebin  and assembling books to meet the company productivity goals in a safe and efficient manner    skills used team work communication  organization  time management  flexibility     education  high school diploma silverado high school    skills warehouse  less than   year
Resume,Supervisor_20063,supervisor beginning trainee supervisor   sandersonfarms  kinston  nc    of   skills     highly motivated management and training professional committed to quality  documentation  and accountability to ensure the best opportunity for staff through exceptional customer service and planning      strong leadership and team  building skills with ability to coordinate cross functional groups to accomplish objectives and meet critical deadlines in a fast paced  high growth  dynamic environment      demonstrated ability to effectively prioritize and manage a broad range of responsibilities      solid experience in the areas of training and development and performance management      exceptionally knowledgeable and experienced in the areas of agricultural genetics  equine conforma and science  studding  feeding  animal temperaments  and vet step procedures  willing to relocate  anywhere authorized to work in the us for any employer   work experience   supervisor  sandersonfarms   kinston  nc    february      to present production   supervises contract pullet  breeder or broiler growers in accordance with company grower contract   checks progress on each assigned flock and makes timely corrections as good poultry husbandry suggest   monitors flock health and administers medications and vaccines prescribed by the corporate veterinarian   responsible for proper operation of company assigned vehicle as outlined in the company s policies  rules and procedure   supervises and coordinates the maintenance  clean up and sanitation of the hatchery building and equipment  hatching process  chick delivery  egg handling and sets  record keeping and hatchery personnel   prepares work schedule  sets priorities and assigns tasks  supervises and coordinates work of maintenance  security  transfer and clean up personnel  egg and chick drivers and hatching personnel    conducts necessary hatchery training and safety meetings   approves time cards processing   handle incoming and outgoing shipments by checking them physically   check products for defect and accuracy   ensure posting of outbound deliveries using pre designed software not limited to just microsoft but also other offices      organize packaging procedures to ensure safety of shipment   ensure that serial and batch numbers match the product   pull  pack and ship finished goods   process customers  orders by ensuring that the right shipment is on its way   perform shipment receiving duties while ensuring the right item has been delivered   report and replace any defective item prior to packing   prepare and paste labels on shipments   prepare invoices and delivery orders   ensure that all transactions are recorded in company database   verify accuracy of orders by matching them with quantities and types especially specific codes   ensure that items are properly packed and labeled   make sure that items are loaded onto shipment vehicle in a safe and timely manner   operate forklift to transport shipments from the storage area to the pallet     handle space arrangements for incoming shipments in the storage areas     ensure that the warehouse is cleaned and maintained at all times   election official  board of elections   fayetteville  nc    november      to present ensure an orderly  professional  and lawful election process  according to all duties assigned by the presiding precinct judge    perform supervisory and administrative duties involving processing and maintaining new and existing voter registration    coordinate registration of citizens who register as voters  assigning precincts to new voter applications    audit and correct voter registration system reports as needed  monitoring registrations for duplication and information changes    receive completed voter registration forms from nc dmv  the library  and other public agencies for processing   adhere to established laws  policies  rules  and regulations set forth by the secretary of state and the board of elections    shawnee thoroughbred breeding horse farm intern  kentucky equine management   lexington  ky    january      to june      january        june        developed broad based skills through on farm experience  utilizing and applying learned skills and knowledge    demonstrated practical horsemanship techniques such as horse handling  stable management  clipping  transportation  fitting saddling  yearling breaking  sales presentation  and health safety administration    gained experience with mares and foals  including examining mare behavior  breeding preparation  equine neonatal care  foaling and weaning  bio security  stud administration  and records management    provided basic farriery  which included examining the anatomy of the leg and foot  practical foot care and shoeing  and effectively shoeing difficult horses    ensured proper nutrition and metabolism  from body condition scoring and weight management  to feed composition    independent sales consultant  vector   fayetteville  nc    june      to july      served customers by selling products  meeting customer needs  and managing responsibility for all sales in assigned regions    manage the quality and consistency of product and service delivery    built trust  valued others  communicated effectively  fostered innovation  focused on the customer  collaborated with others  solved problems creatively  and demonstrated high integrity    identified and created effective centers of influence network with sales recruiters and other professionals to maximize revenue    demonstrated ability to gather and submit detailed business knowledge for underwriting  pricing  and product presentation    administrative assistant  nc a t state university   greensboro  nc    august      to april      skillfully prepared statistical and written reports and presentations for management  including the completion of data entry    performed a wide variety of planning  operating  scheduling  and processing of information and ideas    assisted upper management with the implementation of company short and long term strategies    responsible for interviewing  hiring  and training employees as well as assigning workers to specific duties and handling cash    proficiency in excel  powerpoint  word  tax software  and data entry with experience with composing a numerous of professional documents   veterinarian apprentice for large animals  fort bragg riding stables   fort bragg  nc    november      to june        groomed   bathed animals  while adhering to feeding  cleaning  and supplement schedules    monitored and restrained horses for veterinarians and farriers  troubleshooting and correcting leg soundness problems    maintained the tidiness of the stable area at all times  sweeping  raking and watering the area as needed   food service worker  hardee s   fayetteville  nc    july      to february        provided solid customer service  providing quality products to customers  and preparing a variety of foods according to customer  supervisor  and restaurant procedures    operated cooking equipment such as mixers  steam cookers  scales  toasters  food choppers  and a variety of ovens and stoves    provided minor adjustments and repairs to equipment  served prepared meals  and maintaining proper portion control    assisted cooks  bakers  and meat cutters with food preparation according to recipe and food service standards    cleaned and sanitized work area and equipment at all times in order to maintain kitchen and food service standards    cashier   office assistant  poor boys seafood   fayetteville  nc    june      to july        combined leadership and management skills to maximize vendor relations  growth  and quickly resolve disputes    daily provided accurate cash handling  safe counts  while managing cash registers  petty cash  and shift counts    maintained high standards of quality control in compliance with health codes    received payments by cash  check  credit cards  vouchers  or automatic debits    count money in cash drawers at the beginning of shifts to ensure that amounts are correct and that there is adequate change      education   bachelor of science in animal science  north carolina agricultural   technical state university   greensboro  nc       to         fayetteville state university   fayetteville  nc  august      to may        certificate  tuskegee university vet   tuskegee  al  june      to july          certifications  equine certification december      to present the certificate in equine management curriculum  designed to prepare students for positions within the horse industry  the curriculum is management oriented  preparing graduates for the widest range of available equine jobs  areas of specialization may be pursued during the internship  farm management  breeding  nutrition  selection judging  and health are covered in detail  training  teaching  and riding are also included  the graduates  wide spectrum of knowledge suits them for jobs with many different types of equine operations  grooms to assistant managers  private to recreational and racing barns  breed to discipline oriented farms  the certificate is awarded during commencement  interested students are required to complete    semester hours from the following courses  ansc                              and lasc
Resume,SkylerSmith_12161,skyler smith intern  spotsylvania  va    to work full time and effectively in the media  writing  and or communication field in a team based environment    work experience   intern  the uss monitor foundation  paid    newport news  va    january      to april      researched specified topics  developed scripts to be used in whro s then   now series  assisted in writing content for the organization s website while being expected to finish in a timely manner    intern  commissioner  revenue real estate division   spotsylvania  va    june      to august      quickly and efficiently completed busywork such as filing  stuffing envelopes  and shredding papers in an office environment    intern  lake anna tourism center   louisa  va    may      to august      assisted customers in the gift shop  provided directions and recommendations of local restaurants and surrounding attractions  wrote articles and selected sections of the center s published newspaper      education  b a in communication  christopher newport university   newport news  va
Resume,LaneManager_16146,lane manager  duluth  ga      work experience   lane manager  mercedes atlanta classic cars   duluth  ga    march      to present responsibilities i am the valet supervisor at mercedes benz  i make sure all duties are performed  making sure day to day responsibilities are taken care of  all duties that come with being a manager were handled by me    accomplishments i started as a valet driver for this company and overtime i was able to work my way up two positions  now making me lane manager  it was a good accomplishment and made me realize hard work and time pays off    valet attendant valet for life        to          education  bachelor university of north georgia
Resume,LashundaJames_45515,lashunda james  pontiac  mi    obtain a position to demonstrate my abilities  utilize technical skills gained through work experiences and training    work experience   machine operator malone staffing   august      to present     months    assembled different components per specifications   produced and assembled parts for the assembly line   performed paperwork and data entry tasks   in depth knowledge of setting machineries in accordance to specifications   possess extensive knowledge of various assembly line stations with working experience   completed production targets within deadlines   stop machines to remove finished work pieces  or to change tooling  setup  or work piece placement  according to required machining sequences   mount  install  align  and secure tools  attachments  fixtures  and work pieces on machines  using hand tools and precision measuring instruments   lifted pieces to machines manually  or with hoists or cranes   ensured dimensions of finished work pieces is in conformance to specifications    conscientious worker with strong work ethic and adherence to goals  safety  and production quality    mail clerk  on demand mail services   pontiac  mi    february      to august         months  on demand mailing service   safely lifted and carried    pound mail bags  boxes  and packages    performed supervisor duties as needed   completed mail reports for  st class  standard mail   administrative property clerk  qualified staffing agency   troy  mi    april      to september         year    months    provided guidance to associates related to mers system and processes    performed min level research for any mers related issues    adhered to all federal and state compliance guidelines for retail mortgage lending    customer service representative  wright   filippis   auburn hills  mi    january      to march         months    worked in teams to accomplish various tasks for customer projects    acted as a liaison between the business department  billers and third party payers in resolving billing and reimbursement accuracy    executive administrative assistant  flagstar bank   rochester hills  mi    november      to january         months    executed the loan origination process  including ordering credit reports  appraisals  preliminary title reports  ucc searches  environmental reports  insurance information    managed the receptionist area  including greeting visitors and responding to telephone and in person requests for information    served as central point of contact for all outside vendors needing to gain access to the building      education   medical administrative program  everest institute   southfield  mi  june      to march        associates  oakland community college   auburn hills  mi
Resume,HectorTriana_27055,hector triana md   bartender barback  vista  ca    authorized to work in the us for any employer   work experience   md   bartender barback maryland live casino   may      to april        strictly abided by all state and liquor regulations  particularly in regards to intoxicated persons and minors    constantly kept bar and work areas clean and sanitary in compliance with bar standards   local  state  and federal laws    took corrective action whenever necessary to maintain the satisfaction and safety of all patrons and staff    setting up exclusive events  banquets  and concerts in the music hall    accurately balanced cash register at all times    trained new hires on policies and procedures    maintained liquor inventory and kept bar stations stocked    sales lead pacsun   october      to january        conducted sales and supported management    demonstrated leadership  strategic planning  time management  and setting employees schedule    compiling daily sales reports for senior management    recruiting and training sales staff  assigning tasks  and monitoring sales performance    barista starbucks  md   march      to april       customer loyalty  brewing  and knowledge of different coffee roast   adapt at remembering names and preferences of individual customers to provide friendly personalized service   assigned to mentor and train new hires in workflow procedures  open and closing  counting tills at night and sanitation   bellisarios sports restaurant   bartender server  greeted and served guests in a professional friendly manner   served beer  wine  beverages  and food items within appropriate time   handled cash register and promoted new drinks to customers   opening and closing of restaurant  counting tills  restocking and keeping inventory of alcohol
Resume,WestonKelke_14156,weston kelke retail inventory specialist   service auto glass  hudsonville  mi      work experience   retail inventory specialist  service auto glass   byron center  mi    april      to present work at pulling orders  checking in and out the retail technicians  returning parts and monitoring the retail inventory for accuracy     modern roofing   dorr  mi    june      to april      worked at local and out of town large commercial roofing jobs  full time in all weather    pit worker  pennzoil fast stop   jenison  mi         to      to include customer service in all aspects of oil change  tires  belts and all other fluids checked   position included pit clean up   i entered into the computer all services furnished and suggested other maintenance applications  sales  for the customer s vehicle    customer service  and other services per their request  oil pro   hudsonville  mi         to      vehicle inspections performed on tires  belts  misc  fluids and others     m m lawn care   snowplowing   paris  mi         to      summers     mile rd   paris  mi i spent summers working in the lawn care business as work was available   various daily jobs included lawn clean ups  laying sod  operating a blower machine  trimmer and other positions     m m lawn care   snowplowing   hudsonville  mi         to      professional references reference  matt martinson  m m lawn care  owner                reference  curt bryan  freewheeler bike shop  owner manager               reference  jared guinn  pennzoil fast stop  owner manager   m m lawn care   snowplowing   grand rapids  mi         to      seasonal  leonard st   grand rapids  mi i put my mechanical skills to use  cleaned the shop  worked customer service and sales
Resume,WarehouseEmployee_11106,warehouse employee  west park  fl    i myself am an adaptable type of person with extensive experience in material handling  inspection   shipping as well as receiving  i m alert  also focus on continual process improvement and cost reduction  accomplished forklift certification  i m detailed oriented able to lift   pounds a day  also familiar with all aspects of logistics shipping and receiving and general warehouse operations  i have a flexible schedule and available for all any shift    work experience   warehouse employee d b tile s        to        carpenter  nancy harrington   county         to        manager a cammy s professional cleaning service        to          education  ged hallandale adult community center    skills  forklift certified    years   computer skills    years   strong communication skills  safty oriented  determined  multi tasker  leadership team player    certifications licenses forklift certification
Resume,Templatemakerfinisher_33130,template maker finisher  albert lea  mn    authorized to work in the us for any employer   work experience  template maker finisher alamco wood products        to present    education  a p mechanic cheyenne aero tech    skills    plus years in wood working  cabinet maker  window frame maker  countertop and vanity maker  laminated wood structure fabricator      years    additional information i ve always been a hands on type learner  i have a a p license  i ve had some electrical  plumbing  roofing  siding  construction and gas experience
Resume,Checkwareoperator_17502,checkware operator  deshler  oh      work experience  checkware operator campbell soup company
Resume,PatientCareTechnician_3358,patient care technician  gulfport  ms    authorized to work in the us for any employer   work experience   patient care technician  oasis home care   clarksville  tn    may      to september      oasis healthcare   clarksville  tn         patient care assistant      assisted with activities of daily living   personal hygiene  feeding  and ambulation       prepared meals and handled light housekeeping       provided personal care and companionship       completed logs documenting patient condition and activities    cook  lance s pizza   dover  tn    august      to june      lance s pizza   dover  tn             cook      performed a multitude of tasks including food production and serving customers at the cash register        ensured operation excellence by adhering to systems and standards of the store        maintained clean and organized workstation and guest area        worked in a team environment and communicated effectively with managers and co workers      education  associate in medical billing and coding  ultimate medical academy tampa   gulfport  ms       to         skills microsoft office    year
Resume,CounselorVSUFSD_34539,counselor   vsufsd counselor   vsufsd   summer recreation  franklin square  ny      work experience   counselor   vsufsd  summer recreation   valley stream  ny    june      to present coordinate activities for children in elementary school during school vacations    babysitting valley stream  ny        to present   cashier  ralph s italian ices   franklin square  ny    june      to august      provide customer service     education    nassau community college   garden city  ny       to present   liberal studies  st  john s university   queens  ny       to        cosmetology  valley stream north high school   valley stream  ny       to        cosmetology  valley stream central high school   valley stream  ny       to          skills microsoft word  excel and powerpoint
Resume,ConsultantExecutiveSupport_27780," Marketing and Public Relations"""
Resume,StephanieCullins_20339,stephanie cullins deli worker customer service   kroger  conyers  ga    to obtain a career in the clerical field  utilizing my knowledge and experience as a customer service representative    work experience   sales associate  rollins  inc    atlanta  ga    april      to september      responsibilities  performed daily clerical duties  assist orkin customer with appointment for service  performed daily monetary payment on account for services  enter alpha and numeric data in system  skills used  customer service  data entry  accounting   deli worker customer service  kroger   conyers  ga    april      to april      responsibilities  assist customers with daily deli needs  perform excellent customer service  assist manager with inventory maintenance   customer service  a superior answering srvc   conyers  ga    october      to february      responsibilities  answered multi lines telephones  made appointment for clients  accepted messages for doctors  lawyers  and companies for customers  skills used  customer service  data entry  telephones     education   bachelor of science in accounting  strayer university   lithonia  ga       to present   certificate in medical billing and medical coding  sanford brown college   dunwoody  ga       to        cpt in accounting and office systems  interactive college of technology   atlanta  ga       to          skills  microsoft office      years   data entry      years   customer service      years     additional information qualifications       years of experience in customer service      years of experience in data entry     years of education in accounting field     year of education in medical billing and coding   excellent working knowledge using ibm and mac systems   software knowledge  ms office  lotus        dos  as     medisoft   outstanding written and oral communication skills   thrive on work in a challenging environment
Resume,SiteManager_17420,site manager site manager   fbc communication  riverdale  md      work experience   site manager fbc communication   january      to present present   site manager overseeing several employees at different job sites   give daily and weekly reports to ownership on the status of projects   ability to coordinate an entire project from start to finish   provide ownership with creative and innovate ways to handle problems on the job site    supervisor f e m a   july      to july      resolving question and problem for call center avaya pbx applicants  help line and staff management  providing various types of information regarding disaster  cases and cms call center reports of over     call center login support for employee  perform neims database records tracking  document imaging  for disaster application file  applying data change to computer database for further processing of applicants files  analyzes  complex issues to fema call center employee that determine applicant eligibility determination    xm  satellite radio   washington  dc    august      to july      extensive experience in design  implementation and support voice infrastructure created all new system formats to pbx  design vector studio  program supervise various new project of lucent g  and g si pbx  avaya pbx and audix    octel voice mail  network manager data systems             cisco voip  nortel   c system  cs    m  unified communications solutions upgrades  cutover remedy request support for all communication service  addressing unity voice mail  hunt group and call center operational service installing and configuring cisco            ata  vg       senior engineer  dyncorp   chantilly  va    november      to august      design communication systems infrastructure platform buildings requirements of all communication issues  addressing operational services  configuring infrastructure  voice and data  nortel voice over i p monitoring cut over    sites  american embassy  state department  telecommunication infrastructure design engineer of meridian   option   e   c communication integration of communication for the state department embassies site around the world telecommunication system and network public exchange upgrade system technology   contractor temp federal emergency management agency disaster   december       assistance reservist  various assignments in different states command center and field office site infrastructure         contractor temp     neims applicant registration and case up date  solving applicant problem   mount weather va finance center recoup department ifnes  schooling resolving applicant cases  pa  jfo  network configuration printer and drive mapping  voice mail  on call support site operation disaster area regional technical operation contact support  city region local area provider for new applicant registration towns  disaster site location  fema  maintaining support  call center operation  desktop computer request applicant support for all sites service      education   fema finance  telcordia technologies school    high school work studies program   cardoza senior high school   washington  dc   us navy submarine communication repairs  norfolk state university   norfolk  va      skills nertell pbx system  cisco unified call manager system  voice systems      years
Resume,ClerkTypist_49429,clerk typist beauty advisor   impulse beauty macy s  patchogue  ny    highly motivated individual with great communications skills  along with an excellent customer service background  driven to work in a fast paced environment to exceed company goals    work experience   clerk typist  suffolk county dept  of social services   ronkonkoma  ny    march      to present heavy phone use assisting clients  calling other depts  to help solve client issues   multi tasking between     calls at a time   data entry on new clients  use of several programs to input or retrieve documents   filing new old pending cases  maintained files  logs  and databases  kept record of all messages from clients or providers   typing letters  data entry  call logs  invoices  emails  etc    clerical duties perfomed daily  such as scanning  fax  copy  sorting documents  etc    beauty advisor  impulse beauty macy s   lake grove  ny    november      to december      worked closely with several brands including  anastasia beverly hills  smashbox  tarte  too faced  urban decay  benefit  etc    booked     daily clients for makeup application   building client relationships and calling them to follow up on purchases   assisting customers with over the phone orders   built a customer client list currently of        created in store events for several brands and invited customers   hair stylist makeup artist  tr s jolie salon de beaut    huntington  ny    september      to october      consulted clients on desired look and applied artistrt skills   maintained clientele book  booked and confirmed appointments over the phone   counted and order inventory supplies accordingly   received and confirmed shipping orders   trained coaches new staff   secretary assistant  general cutting inc   ronkonkoma  ny    april      to january      answered transferred calls  assisted customers over the phone   organize and maintain file records   receive and send emails  memos  etc    operate office equipment such as fax  copiers  printers  and phone system   sorted  sent rec d mail and assisted in daily office duties     education   associate of arts in liberal arts  suffolk county community college   selden  ny    license in cosmetology  long island beauty school   hauppauge  ny         high school diploma  bayport blue point high school   bayport  ny
Resume,exhibitfabricator_22414,exhibit fabricator  rock hill  sc      work experience   exhibit fabricator  edventure children s museum   columbia  sc    march      to present   designing and fabricating props and exhibit pieces for display     maintaining and repairing existing exhibits     providing support and technical assistance to floor staff    patent illustrator assistant manager  global patent graphics   charlotte  nc    january      to june        took disclosure from clients to assess their needs and find solutions     provided illustrations drawn to client specifications     assisted and trained other illustrators in technique  quality control  and productivity    shipping and receiving clerk  sears   rock hill  sc    october      to november        effectively organized stockroom and unloaded trucks     assisted customers promptly with purchases     some experience with fork lift cherry picker    prop builder   taking chances    rock hill  sc    june      to august      designed and assisted in the manufacturing of props such as billboards  statues etc    commissary technician  riverbanks zoo   columbia  sc    april      to september      maintained the primary animal diet prep area  completed tasks primarily diet preparation  in a fast paced environment while preserving a high level of sanitation      education  bachelor of fine arts in fine arts  winthrop university   rock hill  sc     additional information skills   proficient in sculpting  mold making  fiberglass lay up  urethane resin casting  technical patent illustration  drawing  and painting   knowledgeable of freehand  illustrator  painter  zbrush  sketchup  on mac
Resume,AshleyTillett_18652,ashley tillett  saint paul  mn    seeking an opportunity in a fast paced environment where helping people with their health needs is the top priority  cna tma with   years experience in healthcare  phlebotomy certified an looking to start my career in that field as well  authorized to work in the us for any employer   work experience    volunteers of america   maplewood  mn    december      to present cna  provided behavioral emotional support and supervision for those with dementia and alzheimer s  took and recorded patients  temperature  pulse and blood pressure  worked as part of team to ensure proper care of body mechanics and safety of patient  often commended for maintaining the safety  respect and dignity of residents  served meals  assisted with feeding  ambulating and turning and positioning in bed  custodial duties  kept linen and utility areas clean  emptied and cleaned urinals and bedpans  emptied patient dirty linen hampers  my position was in the transitional care unit    crew trainer  mcdonalds mcduvie corporation   saint paul  mn    january      to november      prepared desserts and refreshments  trained and supervised workers  provide professional  friendly  and efficient customer service in a fast paced environment    crew member  mcdonalds mcduvie corporation   saint paul  mn    january      to april      assisted customers with questions and concerns regarding products  stocked and shelve inventory  responsible for cashiering and cash handling duties    personal care attendant  pca   carelinks home care inc   saint paul  mn    july      to january      i helped with adls as well emotional support for clients in certain situations      education  certification  century college          certifications  cna certification tma phlebotomy certification    additional information skill highlights   excellent people skills and thrives on helping others to solve problems   good charting  documenting and organizational skills   enthusiastic caregiver superb communication skills  verbal an written   experienced in the ability to assist residents and clients with adls   transitional care unit  tcu    great phlebotomy skills
Resume,JoseLorenzo_15158,jose lorenzo  broomfield  co    willing to relocate  anywhere   work experience  shipping and receiving ups   november      to july         months     education   nersing  universidad metropolitana   aguadilla  pr       to        nersing  universidad metropolitana de aguadilla pr        skills forklift operator    years
Resume,LindaDoty_42087,linda doty  mesa  az    authorized to work in the us for any employer   work experience  resume on request linda doty    education  kingsborough community college
Resume,AdeccoTempService_2165,adecco temp service  topeka  ks    authorized to work in the us for any employer   work experience   adecco temp service hallmark   august      to october        kfc kentucky fried chicken kfc   july      to august          education  ged lets help
Resume,Cashier_2602,cashier  saint paul  mn    authorized to work in the us for any employer   work experience   cashier  carl s jr    dallas      may      to august      operate cash register greet customers provide them with excellent customer service stock keep work area clean    laundry attendant  holiday inn express   suites bloomington mpls arpt area west   bloomington  mn    september      to january      clean rooms   provide excellent room service      education  high school or equivalent in generals  face to face academy   saint paul  mn       to
